qid,label,description,author,genre,form_of_creative_work,language,country,publication_date,publisher,instance_of,award_received,first_line,last_line,epigraph,genre_from_description,genre_clean,genre_combined,genre_standardized,publication_year,literary_period,country_grouped,text,text_filtered,fiction_type,is_predicted,prediction_confidence
Q1400132,Regeneration,novel by Pat Barker,Pat Barker,war novel,novel,English,United Kingdom,+1991-05-30T00:00:00Z,Viking Press,written work,,,,,,war novel,war novel,realistic,1991.0,contemporary,United Kingdom,Regeneration novel by Pat Barker,novel by,realistic,False,
Q1167555,The Man in the Brown Suit,1924 novel by Agatha Christie,Agatha Christie,thriller,novel,English,United Kingdom,+1924-08-00T00:00:00Z,The Bodley Head,literary work,,"Nadina, the Russian dancer who had taken Paris by storm, swayed to the sound of the applause, bowed and bowed again.","I sent her a reply of one word, economical and to the point: “Platycephalic!”",,,thriller,thriller,realistic,1924.0,modernist,United Kingdom,"The Man in the Brown Suit Nadina, the Russian dancer who had taken Paris by storm, swayed to the sound of the applause, bowed and bowed again. I sent her a reply of one word, economical and to the point: “Platycephalic!” 1924 novel by Agatha Christie","the man in the , the russian dancer who had taken by storm , swayed to the sound of the applause , bowed and bowed again . i sent her a reply of word , economical and to the point : “ ! ” novel by",realistic,False,
Q5900591,Historias del Kronen,novel by José Ángel Mañas,José Ángel Mañas,,novel,Spanish,Spain,,,literary work,,,,,,,,,,unknown,other,Historias del Kronen novel by José Ángel Mañas,del novel by,,False,
Q3387840,"Pierre; or, The Ambiguities",novel by Herman Melville,Herman Melville,,novel,English,United States,+1852-00-00T00:00:00Z,,literary work,,,,,,,,,1852.0,victorian,United States,"Pierre; or, The Ambiguities novel by Herman Melville","; or , the novel by",speculative,True,0.5268730442477222
Q864150,The Diary of a Nobody,English comic novel,George Grossmith,epistolary novel,,English,United Kingdom,,J. W. Arrowsmith,written work,,,,,,epistolary novel,epistolary novel,realistic,,unknown,United Kingdom,The Diary of a Nobody English comic novel,the of a nobody english comic novel,realistic,False,
Q121755301,Give Me Your Hand,2018 novel by Megan Abbott,Megan Abbott,,,English,,,,written work,,,,,,,,,,unknown,unknown,Give Me Your Hand 2018 novel by Megan Abbott,give novel by,,False,
Q4812468,At the Bottom of the River,book by Jamaica Kincaid,Jamaica Kincaid,,,English,United States,+1983-00-00T00:00:00Z,"Farrar, Straus and Giroux",literary work,,,,,,,,,1983.0,contemporary,United States,At the Bottom of the River book by Jamaica Kincaid,at the of the book by,speculative,True,0.6131123639189958
Q19364554,Maniac Magee,novel written by an American author Jerry Spinelli,Jerry Spinelli,,novel,English,United States,+1990-01-01T00:00:00Z,,literary work,Newbery Medal,,,,,,,,1990.0,contemporary,United States,Maniac Magee novel written by an American author Jerry Spinelli,novel written by an american author,speculative,True,0.5295008893174845
Q2617336,Redwall,1986 novel by Brian Jacques,Brian Jacques,fantasy,novel,English,United Kingdom,+1986-00-00T00:00:00Z,Hutchinson,literary work,,,,,,fantasy,fantasy,speculative,1986.0,contemporary,United Kingdom,Redwall 1986 novel by Brian Jacques,redwall novel by,speculative,False,
Q1545217,Gregor the Overlander,novel by Suzanne Collins,Suzanne Collins,adventure fiction,novel,English,United States,+2003-09-01T00:00:00Z,Scholastic Corporation,literary work,,,,,,adventure fiction,adventure fiction,realistic,2003.0,modern,United States,Gregor the Overlander novel by Suzanne Collins,the novel by,realistic,False,
Q2326672,The Great Divorce,novel by C. S. Lewis,C. S. Lewis,fantasy,novel,English,United Kingdom,+1945-01-01T00:00:00Z,Geoffrey Bles,literary work,,,,,,fantasy,fantasy,speculative,1945.0,postwar,United Kingdom,The Great Divorce novel by C. S. Lewis,the novel by,speculative,False,
Q25438763,The Hidden Oracle,2016 novel by Rick Riordan,Rick Riordan,young adult fiction,novel,English,United States,+2016-05-24T00:00:00Z,Disney Publishing Worldwide,literary work,,,,,,young adult fiction,young adult fiction,other,2016.0,modern,United States,The Hidden Oracle 2016 novel by Rick Riordan,the novel by,other,False,
Q1277076,The Son of Neptune,2011 novel by Rick Riordan,Rick Riordan,fantasy,novel,English,United States,+2011-10-04T00:00:00Z,Disney Publishing Worldwide,literary work,,,,,,fantasy,fantasy,speculative,2011.0,modern,United States,The Son of Neptune 2011 novel by Rick Riordan,the of novel by,speculative,False,
Q65052530,Severance,2018 novel by Ling Ma,Ling Ma,,novel,English,,+2018-08-14T00:00:00Z,,literary work,,,,,,,,,2018.0,modern,unknown,Severance 2018 novel by Ling Ma,severance novel by ling,speculative,True,0.6083896550570962
Q2570312,Wild Cards,science fiction and superhero anthology series,,science fiction,,American English,United States,+1987-00-00T00:00:00Z,Bantam Books,book series,,,,,science fiction,science fiction,science fiction,speculative,1987.0,contemporary,United States,Wild Cards science fiction and superhero anthology series,wild cards science fiction and superhero anthology series,speculative,False,
Q465039,The Thing on the Doorstep,short story by H. P. Lovecraft,H. P. Lovecraft,horror literature,novelette,English,United States,+1937-01-00T00:00:00Z,,literary work,,"It is true that I have sent six bullets through the head of my best friend, and yet I hope to show by this statement that I am not his murderer.",Some dental work positively identified the skull as Asenath's.,,,horror literature,horror literature,speculative,1937.0,modernist,United States,"The Thing on the Doorstep It is true that I have sent six bullets through the head of my best friend, and yet I hope to show by this statement that I am not his murderer. Some dental work positively identified the skull as Asenath's. short story by H. P. Lovecraft","the thing on the it is true that i have sent bullets through the head of my best friend , and yet i hope to show by this statement that i am not his murderer . some dental work positively identified the skull as 's . short story by",speculative,False,
Q3067537,Indian Camp,short story by Ernest Hemingway,Ernest Hemingway,,short story,American English,,+1924-00-00T00:00:00Z,,literary work,,,,,,,,,1924.0,modernist,unknown,Indian Camp short story by Ernest Hemingway,indian short story by,speculative,True,0.5885266171861762
Q15052495,Passing,novel by Nella Larsen,Nella Larsen,,novel,English,United States,+1929-04-00T00:00:00Z,,literary work,,,,,,,,,1929.0,modernist,United States,Passing novel by Nella Larsen,passing novel by,speculative,True,0.5441671311515219
Q24082770,The Vegetarian,South Korean three-part novella written by Han Kang,Han Kang,fiction literature,novel,Korean,South Korea,+2007-10-30T00:00:00Z,,literary work,The New Vanguard,,,,,fiction literature,fiction literature,realistic,2007.0,modern,other,The Vegetarian South Korean three-part novella written by Han Kang,the korean three-part novella written by,realistic,False,
Q2235177,Crossroads of Twilight,2003 novel by Robert Jordan,Robert Jordan,fantasy,novel,English,United States,+2003-01-07T00:00:00Z,Tor Books,literary work,,,,,,fantasy,fantasy,speculative,2003.0,modern,United States,Crossroads of Twilight 2003 novel by Robert Jordan,crossroads of novel by,speculative,False,
Q1824383,The Gathering Storm,2009 novel by Robert Jordan and Brandon Sanderson,Robert Jordan,high fantasy,novel,English,United States,+2009-10-27T00:00:00Z,Tor Books,literary work,,,,,,high fantasy,high fantasy,speculative,2009.0,modern,United States,The Gathering Storm 2009 novel by Robert Jordan and Brandon Sanderson,the novel by and,speculative,False,
Q53152820,Children of Blood and Bone,2018 novel by Tomi Adeyemi,Tomi Adeyemi,fantasy,novel,English,United States,+2018-03-06T00:00:00Z,Henry Holt and Company,literary work,,,,,,fantasy,fantasy,speculative,2018.0,modern,United States,Children of Blood and Bone 2018 novel by Tomi Adeyemi,of and novel by,speculative,False,
Q2317656,The Haunted Mask,novel by R. L. Stine,R. L. Stine,horror literature,novel,English,United States,+1993-00-00T00:00:00Z,Scholastic Corporation,literary work,,,,,,horror literature,horror literature,speculative,1993.0,contemporary,United States,The Haunted Mask novel by R. L. Stine,the novel by,speculative,False,
Q22162553,Harry Potter and the Methods of Rationality,fan fiction story based on Harry Potter,Eliezer Yudkowsky,fantasy,,English,,+2015-01-01T00:00:00Z,Less Wrong,literary work,,,,,,fantasy,fantasy,speculative,2015.0,modern,unknown,Harry Potter and the Methods of Rationality fan fiction story based on Harry Potter,and the of fan fiction story based on,speculative,False,
Q2551789,The Brief Wondrous Life of Oscar Wao,novel by Junot Díaz,Junot Díaz,,novel,English,United States,+2007-09-06T00:00:00Z,Riverhead Books,written work,National Book Critics Circle Award for Fiction,,,,,,,,2007.0,modern,United States,The Brief Wondrous Life of Oscar Wao novel by Junot Díaz,the of novel by,,False,
Q2274863,The House of Hades,2013 novel by Rick Riordan,Rick Riordan,young adult fiction,novel,English,United States,+2013-10-08T00:00:00Z,Hachette Books,literary work,,,,,,young adult fiction,young adult fiction,other,2013.0,modern,United States,The House of Hades 2013 novel by Rick Riordan,the of novel by,other,False,
Q1472204,The Dark Tower VII: The Dark Tower,2004 novel by Stephen King,Stephen King,fantasy,novel,English,United States,+2004-09-21T00:00:00Z,"Donald M. Grant, Publisher",literary work,August Derleth Award,,,,,fantasy,fantasy,speculative,2004.0,modern,United States,The Dark Tower VII: The Dark Tower 2004 novel by Stephen King,the : the novel by,speculative,False,
Q19902840,We Were Liars,book by E. Lockhart,E. Lockhart,,,English,United States,+2014-05-13T00:00:00Z,Dell Publishing,literary work,,,,,,,,,2014.0,modern,United States,We Were Liars book by E. Lockhart,we book by,,False,
Q39058554,The Stone Sky,2017 novel by N. K. Jemisin,Q2427544,science fantasy,novel,English,United States,+2017-08-15T00:00:00Z,,literary work,Locus Award for Best Fantasy Novel,,,,,science fantasy,science fantasy,speculative,2017.0,modern,United States,The Stone Sky 2017 novel by N. K. Jemisin,the novel by,speculative,False,
Q638565,Fafhrd and the Gray Mouser,group of works by Fritz Leiber,Fritz Leiber,fantasy,novel,,,,,book series,,,,,,fantasy,fantasy,speculative,,unknown,unknown,Fafhrd and the Gray Mouser group of works by Fritz Leiber,and the group of works by,speculative,False,
Q2317161,The Dream-Quest of Unknown Kadath,1943 novella by H. P. Lovecraft,H. P. Lovecraft,horror literature,novella,English,United States,+1943-00-00T00:00:00Z,Arkham House,literary work,,"Three times Randolph Carter dreamed of the marvelous city, and three times was he snatched away while still he paused on the high terrace above it.","And vast infinities away, past the Gate of Deeper Slumber and the enchanted wood and the garden lands and the Cerenarian Sea and the twilight reaches of Inquanok, the crawling chaos Nyarlathotep strode brooding into the onyx castle atop unknown Kadath in the cold waste, and taunted insolently the mild gods of earth whom he had snatched abruptly from their scented revels in the marvellous sunset city.",,,horror literature,horror literature,speculative,1943.0,modernist,United States,"The Dream-Quest of Unknown Kadath Three times Randolph Carter dreamed of the marvelous city, and three times was he snatched away while still he paused on the high terrace above it. And vast infinities away, past the Gate of Deeper Slumber and the enchanted wood and the garden lands and the Cerenarian Sea and the twilight reaches of Inquanok, the crawling chaos Nyarlathotep strode brooding into the onyx castle atop unknown Kadath in the cold waste, and taunted insolently the mild gods of earth whom he had snatched abruptly from their scented revels in the marvellous sunset city. 1943 novella by H. P. Lovecraft","the of times dreamed of the marvelous city , and times was he snatched away while still he paused on the high terrace above it . and vast infinities away , past the of and the enchanted wood and the garden lands and the cerenarian and the twilight reaches of , the crawling chaos strode brooding into the onyx castle atop unknown in the cold waste , and taunted insolently the mild gods of earth whom he had snatched abruptly from their scented revels in the marvellous sunset city . novella by",speculative,False,
Q2356878,The Lost Hero,2010 novel by Rick Riordan,Rick Riordan,adventure fiction,novel,English,United States,+2010-10-12T00:00:00Z,Disney Publishing Worldwide,literary work,,,,,,adventure fiction,adventure fiction,realistic,2010.0,modern,United States,The Lost Hero 2010 novel by Rick Riordan,the novel by,realistic,False,
Q1773137,The Sword of Shannara,1977 novel by Terry Brooks,Terry Brooks,high fantasy,novel,American English,United States,+1977-04-00T00:00:00Z,Del Rey Books,literary work,,,,,,high fantasy,high fantasy,speculative,1977.0,contemporary,United States,The Sword of Shannara 1977 novel by Terry Brooks,the of novel by,speculative,False,
Q732060,Timeline,1999 novel by Michael Crichton,Michael Crichton,science fiction,novel,English,United States,+1999-00-00T00:00:00Z,,literary work,,,,,,science fiction,science fiction,speculative,1999.0,contemporary,United States,Timeline 1999 novel by Michael Crichton,timeline novel by,speculative,False,
Q1484699,Metzengerstein,Poe  short story,Edgar Allan Poe,horror literature,short story,English,United States,+1832-00-00T00:00:00Z,,literary work,,,,,,horror literature,horror literature,speculative,1832.0,romantic,United States,Metzengerstein Poe  short story,short story,speculative,False,
Q2619164,Knife of Dreams,2005 novel by Robert Jordan,Robert Jordan,fantasy,novel,English,United States,+2005-10-11T00:00:00Z,Tor Books,literary work,,,,,,fantasy,fantasy,speculative,2005.0,modern,United States,Knife of Dreams 2005 novel by Robert Jordan,of novel by,speculative,False,
Q1673835,"Tlön, Uqbar, Orbis Tertius",short story by Jorge Luis Borges,Jorge Luis Borges,fantasy,short story,Spanish,Argentina,+1940-00-00T00:00:00Z,Sur,literary work,,,,,,fantasy,fantasy,speculative,1940.0,modernist,Argentina,"Tlön, Uqbar, Orbis Tertius short story by Jorge Luis Borges",", , short story by",speculative,False,
Q2453886,Halo: The Fall of Reach,novel in the Halo series,Eric Nylund,science fiction,novel,American English,United States,+2001-00-00T00:00:00Z,Del Rey Books,literary work,,"SPARTAN-104, Frederic, twirled a combat knife, his fingers nimble despite the bulky MJOLNIR combat armor that encased his body.",,,,science fiction,science fiction,speculative,2001.0,modern,United States,"Halo: The Fall of Reach SPARTAN-104, Frederic, twirled a combat knife, his fingers nimble despite the bulky MJOLNIR combat armor that encased his body. novel in the Halo series","halo : the of , , twirled a combat knife , his fingers nimble despite the bulky combat armor that encased his body . novel in the series",speculative,False,
Q95075560,The City We Became,2020 novel by N. K. Jemisin,Q2427544,urban fantasy,novel,English,United States,+2020-03-24T00:00:00Z,,literary work,BSFA Award for Best Novel,,,,,urban fantasy,urban fantasy,speculative,2020.0,modern,United States,The City We Became 2020 novel by N. K. Jemisin,the we became novel by,speculative,False,
Q4438303,The Sleeping Beauty Quartet,series by Anne Rice,Anne Rice,LGBT-related literature,novel series,English,United States,+2015-04-21T00:00:00Z,,novel sequence,,,,,,LGBT-related literature,LGBT-related literature,other,2015.0,modern,United States,The Sleeping Beauty Quartet series by Anne Rice,the series by,other,False,
Q60738864,Monster,1999 novel by Walter Dean Myers,Walter Dean Myers,,,,United States,+1999-04-21T00:00:00Z,,literary work,Michael L. Printz Award,,,,,,,,1999.0,contemporary,United States,Monster 1999 novel by Walter Dean Myers,monster novel by,speculative,True,0.5835680639599959
Q4926190,"Bless Me, Ultima",1972 novel by Rudolfo Anaya,Rudolfo Anaya,,novel,English,United States,+1972-00-00T00:00:00Z,Quinto Sol,written work,,,,,,,,,1972.0,contemporary,United States,"Bless Me, Ultima 1972 novel by Rudolfo Anaya","bless , novel by",speculative,True,0.5941357893380661
Q2306586,Junkie,novel by William S. Burroughs,William S. Burroughs,autobiographical fiction,novel,English,United States,+1953-00-00T00:00:00Z,Ace Books,literary work,,,,,,autobiographical fiction,autobiographical fiction,realistic,1953.0,postwar,United States,Junkie novel by William S. Burroughs,novel by,realistic,False,
Q7729051,Darkness,novel series by Harry Turtledove,,,,,,,,novel series,,,,,,,,,,unknown,unknown,Darkness novel series by Harry Turtledove,novel series by,,False,
Q1164801,House of Night,novel series by P. C. Cast and Kristin Cast,P. C. Cast,vampire fiction,,American English,United States,+2007-00-00T00:00:00Z,,novel series,,,,,,vampire fiction,vampire fiction,speculative,2007.0,modern,United States,House of Night novel series by P. C. Cast and Kristin Cast,of novel series by and,speculative,False,
Q2346673,Dragons of Autumn Twilight,1984 novel by Margaret Weis and Tracy Hickman,Margaret Weis,fantasy,novel,English,United States,+1984-00-00T00:00:00Z,Random House,literary work,,,,,,fantasy,fantasy,speculative,1984.0,contemporary,United States,Dragons of Autumn Twilight 1984 novel by Margaret Weis and Tracy Hickman,dragons of novel by and,speculative,False,
Q1659447,The Marvelous Land of Oz,novel by L. Frank Baum,L. Frank Baum,children's fiction,novel,English,United States,+1904-07-00T00:00:00Z,The Reilly & Britton Co.,literary work,,"IN the Country of the Gillikins, which is at the North of the Land of Oz, lived a youth called Tip.",,,,children's fiction,children's fiction,other,1904.0,modernist,United States,"The Marvelous Land of Oz IN the Country of the Gillikins, which is at the North of the Land of Oz, lived a youth called Tip. novel by L. Frank Baum","the of the of the , which is at the of the of , lived a youth called . novel by",speculative,True,0.5414198043444933
Q7474518,The Europeans,novel by Henry James,Henry James,,novel,English,United Kingdom,+1878-00-00T00:00:00Z,Macmillan Publishers,written work,,,,,,,,,1878.0,victorian,United Kingdom,The Europeans novel by Henry James,the novel by,,False,
Q2899700,Harriet the Spy,book by Louise Fitzhugh,Q453427,children's novel,,English,United States,+1964-01-01T00:00:00Z,Harper,written work,,,,,,children's novel,children's novel,other,1964.0,postwar,United States,Harriet the Spy book by Louise Fitzhugh,the book by,other,False,
Q7757805,The Portage to San Cristobal of A. H.,1982 novel by George Steiner,George Steiner,high literature,novel,English,United Kingdom,+1982-04-00T00:00:00Z,Faber & Faber,literary work,,,,,,high literature,high literature,realistic,1982.0,contemporary,United Kingdom,The Portage to San Cristobal of A. H. 1982 novel by George Steiner,the portage to of novel by,realistic,False,
Q114289268,The Maid,2022 novel by Nita Prose,Nita Prose,crime fiction,,English,,+2022-00-00T00:00:00Z,,literary work,,,,,,crime fiction,crime fiction,realistic,2022.0,modern,unknown,The Maid 2022 novel by Nita Prose,the novel by,realistic,False,
Q7496714,Shiloh,Naylor novel,Phyllis Reynolds Naylor,children's fiction,,English,United States,+1991-09-30T00:00:00Z,Atheneum Books,literary work,Newbery Medal,,,,,children's fiction,children's fiction,other,1991.0,contemporary,United States,Shiloh Naylor novel,novel,other,False,
Q2466980,Microserfs,1995 novel by Douglas Coupland,Douglas Coupland,epistolary novel,novel,English,Canada,+1995-00-00T00:00:00Z,HarperCollins,literary work,,,,,,epistolary novel,epistolary novel,realistic,1995.0,contemporary,Canada,Microserfs 1995 novel by Douglas Coupland,microserfs novel by,realistic,False,
Q2319431,Spook Country,2007 novel by William Gibson,William Gibson,political thriller,novel,American English,United States,+2007-07-05T00:00:00Z,G. P. Putnam's Sons,literary work,,,,,,political thriller,political thriller,realistic,2007.0,modern,United States,Spook Country 2007 novel by William Gibson,novel by,realistic,False,
Q69527499,Autonomous,2017 novel by Annalee Newitz,Annalee Newitz,science fiction,novel,English,,+2017-09-19T00:00:00Z,,literary work,Lambda Literary Award,,,,,science fiction,science fiction,speculative,2017.0,modern,unknown,Autonomous 2017 novel by Annalee Newitz,autonomous novel by,speculative,False,
Q2295976,Pattern Recognition,2003 novel by William Gibson,William Gibson,science fiction,novel,American English,United States,+2003-02-03T00:00:00Z,G. P. Putnam's Sons,literary work,,,,,,science fiction,science fiction,speculative,2003.0,modern,United States,Pattern Recognition 2003 novel by William Gibson,novel by,speculative,False,
Q7607168,Stellaluna,children's book by Janell Cannon,Janell Cannon,,,English,United States,+1993-04-03T00:00:00Z,Harcourt,literary work,,,,,,,,,1993.0,contemporary,United States,Stellaluna children's book by Janell Cannon,children 's book by,speculative,True,0.6188398191298664
Q340515,The Fall of Gondolin,story by J. R. R. Tolkien,J. R. R. Tolkien,tale,,English,United Kingdom,,HarperCollins,literary work,,,,,,tale,tale,other,,unknown,United Kingdom,The Fall of Gondolin story by J. R. R. Tolkien,the fall of story by,speculative,True,0.755215490509027
Q10958564,"Winesburg, Ohio",short story cycle by Sherwood Anderson,Sherwood Anderson,short story cycle,short story collection,American English,United States,+1919-00-00T00:00:00Z,B. W. Huebsch,literary work,20th Century's Greatest Hits: 100 English-Language Books of Fiction,,,,,short story cycle,short story cycle,other,1919.0,modernist,United States,"Winesburg, Ohio short story cycle by Sherwood Anderson",", short story cycle by",speculative,True,0.6338954393942147
Q9372763,"Great, Greater, and Greatest",novel by Jerzy Broszkiewicz,Jerzy Broszkiewicz,,novel,Polish,,+1960-00-00T00:00:00Z,,literary work,,,,,,,,,1960.0,postwar,unknown,"Great, Greater, and Greatest novel by Jerzy Broszkiewicz",", , and novel by",speculative,True,0.516128181279312
Q7173181,Little House in the Big Woods,"American children's novel, 1932, first in the Little House series",Laura Ingalls Wilder,family saga,,English,United States,+1932-00-00T00:00:00Z,Harper,literary work,,,,,,family saga,family saga,other,1932.0,modernist,United States,"Little House in the Big Woods American children's novel, 1932, first in the Little House series","little in the woods children 's novel , , first in the series",speculative,True,0.5506490158769359
Q3654602,Camp Concentration,novel by Thomas M. Disch,Thomas M. Disch,science fiction,novel,English,United Kingdom,+1968-00-00T00:00:00Z,Rupert Hart-Davis,literary work,,,,,,science fiction,science fiction,speculative,1968.0,postwar,United Kingdom,Camp Concentration novel by Thomas M. Disch,novel by,speculative,False,
Q4310167,The Soft Machine,novel by William S. Burroughs,William S. Burroughs,,novel,English,United States,+1961-00-00T00:00:00Z,Olympia Press,written work,20th Century's Greatest Hits: 100 English-Language Books of Fiction,,,,,,,,1961.0,postwar,United States,The Soft Machine novel by William S. Burroughs,the soft novel by,speculative,True,0.5606355220590881
Q3773220,The Genocides,novel by Thomas M. Disch,Thomas M. Disch,post-apocalyptic literature,novel,English,United States,+1965-00-00T00:00:00Z,Berkley Books,literary work,,,,,,post-apocalyptic literature,post-apocalyptic literature,speculative,1965.0,postwar,United States,The Genocides novel by Thomas M. Disch,the novel by,speculative,False,
Q4351814,The Good Terrorist,1985 political novel by Doris Lessing,Doris Lessing,,novel,English,United Kingdom,+1985-00-00T00:00:00Z,Jonathan Cape,written work,WH Smith Literary Award,,,,,,,,1985.0,contemporary,United Kingdom,The Good Terrorist 1985 political novel by Doris Lessing,the terrorist political novel by lessing,speculative,True,0.5745639620271085
Q455283,Sector General,cycle of short stories and novels by James White,James White,science fiction,,English,United Kingdom,+1957-00-00T00:00:00Z,New Worlds,book series,,,,,,science fiction,science fiction,speculative,1957.0,postwar,United Kingdom,Sector General cycle of short stories and novels by James White,cycle of short stories and novels by,speculative,False,
Q108266383,The Sacrifice,2015 novel by Joyce Carol Oates,Joyce Carol Oates,,novel,English,United States,+2015-00-00T00:00:00Z,,literary work,,,,,,,,,2015.0,modern,United States,The Sacrifice 2015 novel by Joyce Carol Oates,the novel by,,False,
Q579507,The Kingdom of this World,1949 novel by Alejo Carpentier,Alejo Carpanter,magic realist fiction,novel,Spanish,Chile,+1949-00-00T00:00:00Z,Alfred A. Knopf,literary work,,,,,,magic realist fiction,magic realist fiction,speculative,1949.0,postwar,other,The Kingdom of this World 1949 novel by Alejo Carpentier,the of this novel by,speculative,False,
Q17056599,The Narrow Road to the Deep North,2014 novel by Richard Flanagan,Richard Flanagan,historical fiction,novel,Australian English,Australia,+2014-00-00T00:00:00Z,Random House,literary work,Booker Prize,,,,,historical fiction,historical fiction,realistic,2014.0,modern,Australia,The Narrow Road to the Deep North 2014 novel by Richard Flanagan,the to the novel by,realistic,False,
Q16934447,The Tragedy of Arthur,novel by Arthur Phillips,Arthur Phillips,,novel,English,United States,+2011-04-27T00:00:00Z,Random House,literary work,,,,,,,,,2011.0,modern,United States,The Tragedy of Arthur novel by Arthur Phillips,the of novel by,,False,
Q3213115,Earth Abides,1949 novel by George Rippey Stewart,George R. Stewart,post-apocalyptic fiction,novel,English,United States,+1949-00-00T00:00:00Z,Random House,literary work,International Fantasy Award for Best Fiction,,,,,post-apocalyptic fiction,post-apocalyptic fiction,speculative,1949.0,postwar,United States,Earth Abides 1949 novel by George Rippey Stewart,earth abides novel by,speculative,False,
Q1463723,Shikasta,1979 novel by Doris Lessing,Doris Lessing,science fiction,novel,English,United Kingdom,+1979-00-00T00:00:00Z,Alfred A. Knopf,literary work,,,,,,science fiction,science fiction,speculative,1979.0,contemporary,United Kingdom,Shikasta 1979 novel by Doris Lessing,shikasta novel by lessing,speculative,False,
Q3048935,Voyages Extraordinaires,collection of more than 60 Travel Novels by Jules Verne,,,,,,,Hetzel éds,editorial collection,,,,,,,,,,unknown,unknown,Voyages Extraordinaires collection of more than 60 Travel Novels by Jules Verne,voyages collection of more than by,speculative,True,0.6331637667461297
Q1170393,"The Sketch Book of Geoffrey Crayon, Gent.",collection of short stories and essays by Washington Irving,Washington Irving,,short story collection,English,United States,,,literary work,,,,,,,,,,unknown,United States,"The Sketch Book of Geoffrey Crayon, Gent. collection of short stories and essays by Washington Irving","the of , . collection of short stories and essays by",speculative,True,0.6419242573788461
Q116873502,Kuvalaya-mālā,Prakrit language novel,Uddyotana,,,Prakrit,,,,written work,,,,,,,,,,unknown,unknown,Kuvalaya-mālā Prakrit language novel,language novel,,False,
Q7621392,Strange Fruit,1944 novel by Lillian Smith,Lillian Smith,,novel,English,United States,+1944-01-00T00:00:00Z,Reynal & Hitchcock,literary work,,,,,,,,,1944.0,modernist,United States,Strange Fruit 1944 novel by Lillian Smith,novel by lillian,speculative,True,0.5557939426929591
Q364565,The Wall,1963 novel by Marlen Haushofer,Marlen Haushofer,science fiction,novel,German,Austria,+1963-00-00T00:00:00Z,,literary work,,,,,,science fiction,science fiction,speculative,1963.0,postwar,other,The Wall 1963 novel by Marlen Haushofer,the novel by,speculative,False,
Q755095,The Story of B,novel by Daniel Quinn,Daniel Quinn,philosophical novel,,English,United States,+1996-12-00T00:00:00Z,Bantam Books,written work,,,,,,philosophical novel,philosophical novel,realistic,1996.0,contemporary,United States,The Story of B novel by Daniel Quinn,the of novel by,realistic,False,
Q42530254,"Sing, Unburied, Sing",2017 novel by Jesmyn Ward,Jesmyn Ward,,novel,English,United States,+2017-09-05T00:00:00Z,Charles Scribner's Sons,literary work,National Book Award,,,,,,,,2017.0,modern,United States,"Sing, Unburied, Sing 2017 novel by Jesmyn Ward",", , sing novel by",speculative,True,0.5894383779990736
Q7228772,Poor Fellow My Country,novel by Xavier Herbert,Xavier Herbert,,novel,English,Australia,+1975-00-00T00:00:00Z,"William Collins, Sons",literary work,,,,,,,,,1975.0,contemporary,Australia,Poor Fellow My Country novel by Xavier Herbert,novel by,,False,
Q5367576,Elsie Dinsmore,American children's book series,Martha Finley,children's novel,,English,United States,,,novel series,,,,,,children's novel,children's novel,other,,unknown,United States,Elsie Dinsmore American children's book series,children 's book series,speculative,True,0.6529810762671698
Q3823287,Lot No. 249,short story by Arthur Conan Doyle,Arthur Conan Doyle,Gothic fiction,short story,English,Scotland,+1892-00-00T00:00:00Z,,literary work,,,,,,Gothic fiction,Gothic fiction,speculative,1892.0,victorian,other,Lot No. 249 short story by Arthur Conan Doyle,. short story by,speculative,False,
Q13512147,The Peshawar Lancers,2002 novel by Stephen Michael Stirling,S. M. Stirling,,novel,English,United States,+2002-00-00T00:00:00Z,Roc Books,literary work,,,,,,,,,2002.0,modern,United States,The Peshawar Lancers 2002 novel by Stephen Michael Stirling,the novel by,,False,
Q122864671,If I Survive You,2022 book by Jonathan Escoffery,Jonathan Escoffery,,,English,,,,written work,,,,,,,,,,unknown,unknown,If I Survive You 2022 book by Jonathan Escoffery,if i survive you book by,speculative,True,0.5523805952450709
Q5967498,I the Supreme,1974 novel by Augusto Roa Bastos,Augusto Roa Bastos,dictator novel,novel,Spanish,Paraguay,+1974-00-00T00:00:00Z,,literary work,,,,,,dictator novel,dictator novel,other,1974.0,contemporary,other,I the Supreme 1974 novel by Augusto Roa Bastos,i the novel by,other,False,
Q3201712,The Alienist,novel by Caleb Carr,Caleb Carr,historical mystery,novel,English,United States,+1994-03-15T00:00:00Z,Random House,written work,Grand Prix de Littérature Policière,,,,,historical mystery,historical mystery,realistic,1994.0,contemporary,United States,The Alienist novel by Caleb Carr,the novel by,realistic,False,
Q75751276,The Black Vampyre: A Legend of St. Domingo,1819 short story,Robert C. Sands,horror literature,,English,United States,+1819-00-00T00:00:00Z,,literary work,,,,,,horror literature,horror literature,speculative,1819.0,romantic,United States,The Black Vampyre: A Legend of St. Domingo 1819 short story,the : a of short story,speculative,False,
Q3203001,Beyond This Horizon,1942 novel by Robert A. Heinlein,Robert A. Heinlein,science fiction,novel,English,United States,+1942-00-00T00:00:00Z,Analog Science Fiction and Fact,literary work,Retro Hugo Award for Best Novel,,,,,science fiction,science fiction,speculative,1942.0,modernist,United States,Beyond This Horizon 1942 novel by Robert A. Heinlein,beyond this novel by,speculative,False,
